"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1555",545333,"Bauer, Trevor","1587","98.0","0.169","0.172","0.208","0.341","0.257","0.278","0.189","56","331","89.3","19.6","2867","87.9","81.37","207","708","847","-6.5","6.42","113","159","117","150","298","318","292"
"1406",669456,"Bieber, Shane","1475","95.3","0.234","0.147","0.349","0.380","0.301","0.295","0.221","78","334","90.1","9.9","2466","87.6","87.47","254","677","729","-0.1","6.54","112","155","118","149","294","322","295"
"1359",554430,"Wheeler, Zack","1419","95.8","0.201","0.096","0.282","0.296","0.244","0.249","0.200","67","334","84.2","10.9","2374","94.2","94.70","197","704","655","0.5","7.13","111","152","116","149","297","324","293"
"1340",506433,"Darvish, Yu","1407","95.2","0.189","0.156","0.240","0.346","0.263","0.275","0.205","57","301","86.8","18.8","2714","86.6","86.41","172","631","709","-0.2","6.27","116","155","132","145","297","320","311"
"1336",621111,"Buehler, Walker","1348","99.1","0.197","0.134","0.233","0.331","0.252","0.293","0.233","63","320","86.4","11.6","2730","91.3","91.54","173","668","668","0.2","6.43","113","157","118","151","299","320","295"
"1327",601713,"Pivetta, Nick","1344","98.7","0.226","0.179","0.293","0.405","0.314","0.314","0.225","62","274","89.1","15.5","2403","89.1","89.19","156","633","694","0.1","6.50","111","155","118","148","288","325","299"
"1312",477132,"Kershaw, Clayton","1313","99.9","0.222","0.135","0.294","0.356","0.268","0.279","0.226","74","334","86.8","9.8","2605","86.7","86.48","222","671","641","-0.2","6.29","108","157","115","149","300","315","292"
"1305",607192,"Glasnow, Tyler","1339","97.5","0.167","0.131","0.243","0.298","0.236","0.254","0.182","51","305","91.6","13.1","2618","92.0","93.42","241","641","664","1.4","7.35","107","159","118","150","302","322","294"
"1277",425794,"Wainwright, Adam","1350","94.6","0.216","0.150","0.259","0.366","0.285","0.301","0.236","66","306","87.6","7.0","2503","82.8","82.84","116","529","748","0.0","6.53","114","156","117","148","299","318","300"
"1269",572070,"Richards, Garrett","1269","100.0","0.290","0.143","0.350","0.433","0.349","0.358","0.287","85","293","92.4","9.6","2755","90.4","89.38","141","604","665","-1.0","5.95","110","154","117","148","296","328","297"
"1265",650644,"Civale, Aaron","1459","86.7","0.228","0.182","0.253","0.409","0.294","0.325","0.262","69","303","87.8","13.9","2508","87.0","86.16","121","597","668","-0.8","5.75","114","154","119","150","295","323","297"
"1264",608566,"Márquez, Germán","1290","98.0","0.235","0.113","0.304","0.348","0.298","0.305","0.239","71","302","85.8","3.4","2294","90.5","89.30","179","603","661","-1.2","5.33","111","151","116","147","301","333","304"
"1262",605135,"Bassitt, Chris","1392","90.7","0.221","0.148","0.280","0.369","0.284","0.287","0.225","70","317","88.4","11.6","2203","89.1","89.05","153","617","645","-0.1","6.35","113","149","120","153","300","327","301"
"1220",641816,"Mahle, Tyler","1384","88.2","0.223","0.160","0.302","0.382","0.299","0.293","0.224","53","238","88.7","16.0","2491","91.4","91.44","151","544","676","0.0","6.60","112","154","117","148","298","319","293"
"1219",641745,"Keller, Brad","1301","93.7","0.307","0.181","0.358","0.487","0.368","0.388","0.305","85","277","91.0","7.7","2355","91.5","90.63","118","569","650","-0.9","5.86","107","157","116","145","296","322","304"
"1205",450203,"Morton, Charlie","1234","97.6","0.230","0.093","0.299","0.322","0.286","0.308","0.240","62","270","87.2","7.6","2550","88.9","88.68","159","549","656","-0.2","6.28","108","151","123","148","302","321","294"
"1200",543135,"Eovaldi, Nathan","1356","88.5","0.273","0.129","0.346","0.402","0.312","0.294","0.253","78","286","87.5","10.0","2170","91.2","91.56","147","627","573","0.4","6.60","111","155","118","148","288","322","299"
"1196",592662,"Ray, Robbie","1252","95.5","0.237","0.219","0.299","0.457","0.315","0.314","0.242","66","278","91.9","12.4","2240","92.1","92.00","213","621","575","-0.1","6.40","106","154","121","148","297","319","288"
"1178",458681,"Lynn, Lance","1238","95.2","0.193","0.126","0.249","0.320","0.251","0.258","0.191","52","269","89.7","18.8","2439","91.6","91.73","166","600","578","0.1","6.35","111","152","116","150","301","321","294"
"1172",621244,"Berríos, José","1326","88.4","0.225","0.151","0.286","0.377","0.287","0.322","0.249","64","284","87.0","10.9","2272","90.4","89.67","129","555","617","-0.7","6.40","109","157","118","149","301","330","297"
"1170",543037,"Cole, Gerrit","1379","84.8","0.216","0.145","0.301","0.361","0.263","0.270","0.213","55","255","91.4","14.3","2632","92.2","92.21","175","566","604","0.0","6.49","110","157","118","150","300","327","288"
"1155",593423,"Montas, Frankie","1388","83.2","0.283","0.203","0.319","0.486","0.348","0.346","0.268","81","286","90.5","14.7","2415","94.4","93.98","122","614","541","-0.4","6.01","111","149","120","153","300","325","301"
"1155",656302,"Cease, Dylan","1272","90.8","0.239","0.115","0.321","0.354","0.306","0.319","0.226","58","243","88.7","19.9","2740","90.1","88.94","188","553","602","-1.2","5.99","112","150","115","148","299","319","292"
"1152",605540,"Woodruff, Brandon","1311","87.9","0.152","0.097","0.192","0.249","0.206","0.256","0.204","42","277","86.5","6.0","2434","93.2","92.64","138","558","594","-0.6","6.46","109","155","117","149","301","323","296"
"1144",663903,"Singer, Brady","1191","96.1","0.261","0.121","0.335","0.383","0.316","0.296","0.229","69","264","87.2","7.0","2317","90.5","90.90","128","518","626","0.4","6.55","107","159","115","147","295","323","303"
"1143",501985,"Minor, Mike","1450","78.8","0.223","0.198","0.272","0.421","0.307","0.326","0.229","55","247","90.6","17.5","2591","87.3","85.76","130","532","611","-1.5","5.58","106","157","118","144","300","322","298"
"1134",621107,"Eflin, Zach","1272","89.2","0.278","0.190","0.345","0.468","0.322","0.292","0.251","82","295","88.9","12.5","2109","89.5","89.85","126","551","583","0.4","6.71","110","151","116","148","298","322","294"
"1132",571578,"Corbin, Patrick","1201","94.3","0.264","0.183","0.294","0.447","0.334","0.357","0.277","72","273","89.0","8.2","2166","86.6","86.96","127","530","602","0.4","6.80","106","152","116","149","307","322","292"
"1126",518876,"Kelly, Merrill","1344","83.8","0.255","0.175","0.305","0.431","0.317","0.322","0.262","70","274","89.2","12.7","2412","89.1","88.90","108","524","602","-0.2","6.32","112","154","117","150","303","330","303"
"1123",642547,"Peralta, Freddy","1237","90.8","0.137","0.132","0.195","0.269","0.231","0.247","0.157","32","234","86.9","23.6","2348","87.6","87.44","180","518","605","-0.2","7.13","110","155","120","149","299","321","296"
"1119",605397,"Musgrove, Joe","1222","91.6","0.176","0.137","0.231","0.313","0.247","0.287","0.219","46","262","87.6","11.8","2668","87.2","86.57","165","537","582","-0.6","5.88","116","156","134","144","297","320","309"
"1104",579328,"Kikuchi, Yusei","1205","91.6","0.212","0.177","0.235","0.388","0.293","0.332","0.253","55","260","91.3","6.8","2372","91.1","91.81","150","530","574","0.7","6.64","109","154","115","147","302","324","290"
"1099",628711,"Urías, Julio","1307","84.1","0.259","0.197","0.312","0.456","0.321","0.329","0.262","67","259","86.4","17.5","2656","89.3","88.18","137","563","536","-1.1","5.56","112","156","116","150","299","316","289"
"1095",622608,"Senzatela, Antonio","1201","91.2","0.300","0.161","0.338","0.461","0.349","0.337","0.286","84","280","90.2","5.6","2106","90.2","90.27","96","502","593","0.1","6.15","109","151","119","148","302","334","304"
"1093",663554,"Mize, Casey","1283","85.2","0.221","0.174","0.249","0.395","0.308","0.340","0.247","56","253","88.6","11.6","2229","90.7","91.23","126","500","593","0.5","6.80","107","154","117","148","298","328","303"
"1090",457918,"Happ, J.A.","1205","90.5","0.289","0.251","0.311","0.540","0.379","0.358","0.266","68","235","90.8","18.5","2304","88.6","88.27","104","529","561","-0.3","6.05","102","153","116","147","299","330","295"
"1089",502043,"Gibson, Kyle","1266","86.0","0.224","0.098","0.268","0.323","0.271","0.297","0.241","57","254","89.7","7.1","2315","89.0","89.45","124","473","616","0.4","6.65","114","157","120","149","295","326","295"
"1086",592314,"Foltynewicz, Mike","1244","87.3","0.282","0.244","0.291","0.526","0.361","0.351","0.273","75","266","90.3","14.5","2259","89.6","89.39","74","528","558","-0.2","6.13","112","155","120","148","298","327","296"
"1085",543475,"Lyles, Jordan","1178","92.1","0.305","0.244","0.330","0.549","0.384","0.363","0.282","81","266","90.6","15.7","2524","87.4","87.35","123","521","564","0.0","6.71","112","154","120","147","296","325","297"
"1077",592767,"Smyly, Drew","1077","100.0","0.251","0.230","0.263","0.481","0.339","0.350","0.260","60","239","89.1","15.0","2142","87.0","86.30","120","529","548","-0.7","5.79","108","151","122","148","302","317","293"
"1075",605400,"Nola, Aaron","1380","77.9","0.242","0.175","0.306","0.417","0.312","0.326","0.245","58","240","88.2","15.1","2253","87.4","88.13","138","499","576","0.7","6.83","110","151","114","148","298","324","294"
"1069",518774,"Harvey, Matt","1188","90.0","0.339","0.218","0.394","0.556","0.402","0.371","0.294","84","248","90.0","14.2","2219","90.4","89.39","107","493","576","-1.0","6.02","108","152","117","149","301","322","297"
"1065",573186,"Stroman, Marcus","1229","86.7","0.229","0.107","0.266","0.336","0.270","0.325","0.271","62","271","89.4","3.9","2484","89.9","89.23","135","536","529","-0.7","5.95","113","154","114","150","299","327","299"
"1063",543101,"DeSclafani, Anthony","1198","88.7","0.201","0.121","0.241","0.322","0.255","0.294","0.230","53","264","88.6","13.1","2169","90.4","89.67","129","505","558","-0.7","6.59","111","156","118","150","299","322","292"
"1062",656427,"Flaherty, Jack","1080","98.3","0.195","0.140","0.240","0.335","0.267","0.336","0.248","43","221","89.4","14.1","2312","88.4","88.62","137","480","582","0.2","6.75","114","158","118","149","296","318","296"
"1062",592836,"Walker, Taijuan","1223","86.8","0.202","0.089","0.269","0.291","0.247","0.297","0.229","50","247","88.7","13.9","2222","90.2","89.25","127","480","582","-0.9","6.01","112","153","113","149","297","327","300"
"1056",605288,"Houser, Adrian","1183","89.3","0.238","0.140","0.271","0.379","0.305","0.311","0.243","56","235","88.1","0.6","2064","90.5","90.68","91","485","571","0.2","6.47","107","152","115","148","300","321","295"
"1054",453562,"Arrieta, Jake","1128","93.4","0.284","0.229","0.309","0.513","0.366","0.377","0.288","67","236","91.2","9.2","2268","88.4","87.27","89","452","602","-1.1","5.88","112","155","114","150","293","322","297"
"1054",425844,"Greinke, Zack","1362","77.4","0.277","0.193","0.293","0.470","0.337","0.339","0.279","73","264","88.0","17.9","2297","83.6","82.94","91","473","581","-0.7","5.95","114","156","117","151","290","325","292"
"1044",448179,"Hill, Rich","1062","98.3","0.202","0.165","0.240","0.367","0.285","0.322","0.237","50","248","88.9","14.4","2543","81.0","80.44","121","475","569","-0.6","6.32","103","155","116","148","305","323","293"
"1035",640455,"Manaea, Sean","1401","73.9","0.236","0.148","0.291","0.384","0.291","0.314","0.247","56","237","89.5","16.4","2003","89.5","90.29","127","504","531","0.8","7.14","109","150","121","151","301","327","300"
"1034",677651,"Garcia, Luis","1148","90.1","0.205","0.162","0.264","0.367","0.281","0.296","0.218","47","229","88.6","18.8","2327","87.8","87.34","142","466","568","-0.5","6.17","114","156","118","151","296","326","293"
"1033",453286,"Scherzer, Max","1198","86.2","0.188","0.157","0.254","0.345","0.254","0.272","0.199","43","229","89.3","20.0","2480","90.0","89.81","190","520","513","-0.2","6.27","110","155","119","149","301","323","297"
"1026",607074,"Rodón, Carlos","1206","85.1","0.124","0.071","0.207","0.196","0.182","0.217","0.149","28","225","88.6","17.4","2339","92.4","92.05","187","532","494","-0.4","6.17","109","150","114","148","299","320","292"
"1022",669373,"Skubal, Tarik","1209","84.5","0.252","0.234","0.307","0.486","0.354","0.362","0.265","55","218","91.0","18.0","2195","90.3","89.93","135","503","519","-0.4","6.22","105","153","117","148","302","328","297"
"1013",645261,"Alcantara, Sandy","1387","73.0","0.252","0.170","0.292","0.422","0.316","0.291","0.229","58","230","88.2","8.6","2377","94.6","93.93","132","508","505","-0.7","5.96","110","151","114","148","298","314","287"
"1011",605452,"Ross, Joe","1088","92.9","0.223","0.176","0.258","0.399","0.305","0.328","0.245","53","238","85.5","11.3","2062","90.5","90.12","130","477","534","-0.4","6.57","110","155","120","147","307","323","297"
"997",518516,"Bumgarner, Madison","1035","96.3","0.250","0.223","0.299","0.473","0.335","0.317","0.234","56","224","89.4","22.7","2568","86.4","86.40","113","475","522","0.0","6.54","108","153","118","148","308","332","302"
"996",596295,"Gomber, Austin","1216","81.9","0.230","0.157","0.282","0.387","0.289","0.290","0.228","54","235","87.2","8.9","2184","86.3","85.96","105","448","548","-0.3","6.64","109","153","117","147","298","328","299"
"995",669203,"Burnes, Corbin","1086","91.6","0.213","0.088","0.358","0.301","0.249","0.216","0.172","51","239","86.8","8.3","2812","92.5","92.98","185","492","503","0.5","6.37","109","152","116","147","301","321","295"
"990",664141,"Brubaker, JT","1058","93.6","0.231","0.180","0.279","0.412","0.305","0.311","0.241","59","255","86.8","9.2","2438","89.4","88.68","133","480","510","-0.7","5.85","109","154","119","148","303","321","290"
"987",664299,"Javier, Cristian","1066","92.6","0.163","0.167","0.202","0.330","0.262","0.319","0.213","33","203","92.5","22.4","2428","88.5","87.75","144","461","526","-0.8","5.95","113","156","118","151","290","327","294"
"978",605483,"Snell, Blake","1169","83.7","0.220","0.211","0.319","0.431","0.329","0.349","0.236","46","209","88.1","11.3","2411","90.4","90.83","144","436","542","0.4","6.79","113","152","122","146","300","323","310"
"968",605347,"López, Jorge","1117","86.7","0.284","0.212","0.327","0.495","0.368","0.364","0.281","63","222","90.1","8.4","2082","91.3","91.38","86","416","552","0.1","6.37","109","153","118","150","305","324","295"
"968",592791,"Taillon, Jameson","1020","94.9","0.260","0.187","0.318","0.447","0.327","0.311","0.236","57","219","90.2","19.5","2522","89.7","90.29","137","504","464","0.6","6.72","112","156","117","149","298","328","288"
"948",570632,"Ureña, José","1099","86.3","0.283","0.161","0.315","0.444","0.352","0.366","0.290","63","223","90.9","9.2","2187","91.5","91.08","72","415","533","-0.4","6.31","108","153","116","148","303","328","299"
"941",640470,"Alzolay, Adbert","981","95.9","0.207","0.207","0.236","0.414","0.294","0.325","0.237","46","222","89.1","9.4","2459","89.8","89.86","125","445","496","0.1","6.28","114","158","118","151","294","318","294"
"935",608331,"Fried, Max","948","98.6","0.259","0.144","0.314","0.403","0.320","0.327","0.255","56","216","84.3","4.3","2334","87.1","87.24","112","459","476","0.1","6.29","106","151","122","149","306","316","288"
"929",622491,"Castillo, Luis","1357","68.5","0.295","0.153","0.350","0.448","0.360","0.336","0.265","54","183","85.6","8.8","2290","93.9","92.21","105","415","514","-1.7","5.50","111","151","115","148","293","318","291"
"924",547943,"Ryu, Hyun Jin","1283","72.0","0.221","0.174","0.262","0.394","0.276","0.298","0.242","47","213","90.2","9.1","2045","85.0","84.69","100","411","513","-0.3","6.44","106","153","118","149","299","315","286"
"921",592351,"Gray, Jon","1042","88.4","0.239","0.150","0.278","0.390","0.311","0.302","0.233","51","213","86.4","3.5","2266","89.9","90.28","99","396","525","0.4","6.31","112","153","117","148","300","332","303"
"919",593372,"Martínez, Carlos","1063","86.5","0.268","0.164","0.285","0.432","0.344","0.404","0.304","57","213","89.5","12.1","2086","89.5","88.15","71","428","491","-1.3","5.64","115","156","115","148","296","315","295"
"911",641154,"López, Pablo","1351","67.4","0.218","0.156","0.259","0.374","0.278","0.306","0.245","39","179","84.4","13.3","2171","91.4","92.12","93","427","484","0.7","6.74","110","152","117","149","295","317","288"
"910",641540,"Dunning, Dane","1054","86.3","0.301","0.137","0.392","0.438","0.347","0.328","0.265","68","226","90.2","6.1","2067","86.9","86.74","91","411","499","-0.2","6.48","114","155","120","148","298","327","297"
"906",608344,"Irvin, Cole","1182","76.6","0.279","0.160","0.319","0.439","0.324","0.349","0.288","68","244","90.8","18.5","1952","88.8","88.14","90","473","433","-0.7","6.20","109","150","119","149","304","330","301"
"905",571760,"Heaney, Andrew","1121","80.7","0.244","0.159","0.324","0.403","0.311","0.319","0.237","43","176","90.8","19.6","2514","88.9","88.15","138","431","474","-0.8","6.05","112","157","116","149","301","325","296"
"901",571927,"Matz, Steven","1182","76.2","0.271","0.140","0.362","0.411","0.325","0.290","0.237","56","207","87.1","7.2","2192","90.2","90.16","94","384","517","0.0","6.39","106","155","119","148","294","317","287"
"897",656756,"Montgomery, Jordan","1180","76.0","0.250","0.147","0.303","0.397","0.305","0.301","0.237","51","204","88.7","13.4","2268","87.8","88.09","100","412","485","0.3","6.53","106","154","117","148","301","327","287"
"894",669432,"Rogers, Trevor","1220","73.3","0.206","0.116","0.294","0.323","0.282","0.295","0.206","39","189","87.5","17.0","2327","92.1","92.22","130","406","488","0.1","6.61","105","149","114","148","301","316","285"
"892",543294,"Hendricks, Kyle","1191","74.9","0.262","0.240","0.272","0.502","0.347","0.362","0.283","58","221","89.5","8.3","2051","84.3","83.40","70","398","494","-0.9","5.82","113","156","113","150","295","322","295"
"891",656605,"Keller, Mitch","927","96.1","0.282","0.213","0.348","0.495","0.375","0.359","0.275","53","188","90.6","13.1","2409","89.9","89.62","91","409","482","-0.3","6.08","109","150","119","148","301","320","289"
"891",592346,"González, Chi Chi","1003","88.8","0.330","0.228","0.348","0.558","0.398","0.404","0.331","74","224","89.3","10.4","2465","89.3","88.74","63","435","455","-0.6","5.89","111","152","118","148","299","332","304"
"891",572971,"Keuchel, Dallas","1308","68.1","0.299","0.171","0.331","0.469","0.360","0.381","0.312","63","211","89.8","6.4","2079","85.7","85.23","72","383","508","-0.5","6.08","110","151","115","147","298","320","294"
"889",542881,"Anderson, Tyler","1177","75.5","0.251","0.172","0.299","0.424","0.314","0.325","0.251","51","203","85.7","13.3","2445","87.5","86.88","102","458","431","-0.6","5.93","107","151","118","148","300","319","285"
"883",666120,"Anderson, Ian","1302","67.8","0.261","0.161","0.311","0.422","0.322","0.334","0.265","47","180","87.8","5.8","1996","90.6","91.44","87","371","512","0.8","6.88","107","151","125","148","300","319","292"
"879",607231,"Gant, John","1120","78.5","0.254","0.102","0.297","0.356","0.334","0.385","0.297","45","177","89.0","8.8","2446","87.4","87.40","75","368","511","0.0","6.35","112","155","115","147","297","317","297"
"873",605164,"Bundy, Dylan","1050","83.1","0.266","0.266","0.293","0.533","0.361","0.330","0.249","53","199","87.9","17.1","2527","85.7","84.24","93","389","482","-1.5","5.90","114","157","116","149","306","326","300"
"870",593958,"Rodriguez, Eduardo","1161","74.9","0.310","0.230","0.431","0.540","0.376","0.299","0.240","58","187","89.2","15.7","2155","90.2","89.68","95","398","472","-0.5","6.03","109","154","118","148","298","330","289"
"868",623167,"Flexen, Chris","1063","81.7","0.312","0.151","0.347","0.463","0.345","0.345","0.285","64","205","91.9","10.2","2272","88.2","87.54","74","440","428","-0.7","6.00","110","154","114","148","294","321","299"
"866",594798,"deGrom, Jacob","960","90.2","0.121","0.098","0.211","0.219","0.166","0.171","0.123","26","215","86.6","16.9","2485","96.7","97.84","200","497","369","1.1","6.91","118","154","114","151","297","326","300"
"865",571510,"Boyd, Matthew","1119","77.3","0.251","0.126","0.298","0.377","0.308","0.305","0.225","50","199","87.9","17.3","2362","86.7","86.35","87","432","433","-0.3","6.22","104","153","117","146","300","328","299"
"864",621121,"McCullers Jr., Lance","1059","81.6","0.169","0.107","0.205","0.277","0.272","0.318","0.218","30","177","92.7","5.3","2512","88.8","88.01","100","345","519","-0.8","6.05","112","156","118","151","290","326","292"
